,NAME_0,loc05,loc01,loc005,target,random,avg_index,ranked
99,Croatia,0.6931564682734875,0.5448837225274725,0.49964031593406594,0.19936476167274372,0.5385390501150559,0.4951168637045651,133.0
100,Haiti,0.71773633792425,0.6348518543956043,0.5810534340659341,0.334835676994767,0.5053386521115653,0.5547631910984241,198.0
101,Hungary,0.6025670683718642,0.4760864697802198,0.4236478021978022,0.14562660558900425,0.5453041061540261,0.4386464104185833,70.0
102,Indonesia,0.6593496556812593,0.4987153846153846,0.4822205357142857,0.1614302515462056,0.5487258817180042,0.4700883418550279,102.0
104,India,0.35939194540088537,0.34580728021978024,0.3450822802197802,0.09146014584654408,0.6129339960924632,0.35093512955589057,7.0
106,Ireland,0.6184325012297098,0.4153462912087912,0.37971517857142856,0.15455737805662406,0.5474132707936021,0.4230929239720311,57.0
107,Iran,0.3700219380226267,0.3675084478021978,0.3648084478021978,0.08031197741073715,0.6437771894295186,0.36528560009345556,12.0
108,Iraq,0.5482785169699951,0.4143173076923077,0.40375734890109893,0.10999073899213202,0.5865820723352244,0.41258519697815166,45.0
109,Iceland,0.5511253935071323,0.4571198489010989,0.4506573489010989,0.20019151583011463,0.5780189977621022,0.4474226209803094,79.0
110,Israel,0.6559795376291195,0.5710235576923077,0.5140722527472528,0.17079907872165956,0.5624116692265265,0.4948572192033732,132.0
111,Italy,0.5279904697491392,0.4548717032967033,0.41453337912087906,0.08540918306174143,0.5797520225134469,0.412511351548382,44.0
112,Jamaica,0.7315601819970488,0.5508041208791208,0.4776754120879121,0.23943042765904352,0.4602767746931733,0.49194938346325967,126.0
114,Jordan,0.6448833497294639,0.51449375,0.45109059065934065,0.15620101367915573,0.5452009344060568,0.46237392769480345,93.0
115,Japan,0.5884823536645352,0.5243351648351648,0.49789017857142853,0.10400989644157654,0.5872077600787756,0.46038507071829615,89.0
116,Kazakhstan,0.3943938883423512,0.4206339972527473,0.3971149725274725,0.16072731110564853,0.6069279291726758,0.3959596196801791,28.0
117,Kenya,0.4774491023118544,0.41842019230769234,0.4073379807692308,0.18576132159664988,0.5329755330935154,0.4043888260157885,35.0
118,Kyrgyzstan,0.5568166379734383,0.5774393543956043,0.5646893543956044,0.335072050757463,0.5524956270909129,0.5173026049226046,164.0
119,Cambodia,0.5688340998524348,0.43150020604395606,0.4091067994505494,0.21366939779942512,0.5028676921602903,0.4251956390613311,58.0
120,Kiribati,0.5,0.5,0.5,0.48481358364557503,0.9047457218739621,0.5779118611039074,208.0
121,Saint Kitts and Nevis,0.5,0.6481914835164835,0.6974016483516483,0.35928857851885454,0.3542730330083174,0.5118309486790608,157.0
122,South Korea,0.5794022872602066,0.38196043956043957,0.3610726648351648,0.06650276264322527,0.5372533008089257,0.3852382910215924,18.0
123,Kuwait,0.6291915027053616,0.650341826923077,0.5607982829670329,0.13950266439661696,0.5040376125806784,0.4967743779145534,135.0
124,Laos,0.6662901746187899,0.5778984890109891,0.564623489010989,0.3608276502082514,0.520728967401388,0.5380737540500815,187.0
125,Lebanon,0.7893867806197737,0.5936065934065934,0.45997712912087907,0.1605666245299064,0.5480743318874959,0.5103222919129297,155.0
126,Liberia,0.632404808165273,0.5508868131868132,0.5284798076923076,0.36655730231432154,0.46423891592425004,0.5085135294565931,150.0
127,Libya,0.5133437284800787,0.5159413461538462,0.5071163461538462,0.18273129936133048,0.5574073913223072,0.45530802229428174,84.0
128,Saint Lucia,0.5,0.7790930631868132,0.7330801510989011,0.40036866495802614,0.3215606299009342,0.5468205018289349,192.0
129,Liechtenstein,0.5,0.5857951236263736,0.6461833104395605,0.5154246799661344,0.4098406481980508,0.5314487524460239,180.0
130,Sri Lanka,0.6138928676832267,0.4050121565934066,0.36008619505494505,0.13827764339703694,0.5231582308217432,0.40808541871007165,38.0
131,Lesotho,0.7121988686669947,0.5430315247252747,0.44600975274725274,0.30174458274087534,0.4822060552716999,0.49703815683041946,137.0
132,Lithuania,0.6094980816527299,0.43635274725274725,0.42188688186813184,0.1973789033518632,0.5375558633381589,0.4405344954927262,71.0
133,Luxembourg,0.7471952656173144,0.6604230082417581,0.5627059065934066,0.22873368355270815,0.48003959315063044,0.5358194914311636,186.0
134,Latvia,0.6247612641416626,0.46830686813186817,0.4285345467032967,0.17689550243459304,0.5365611392937033,0.4470118641410247,78.0
136,Saint-Martin,0.5,0.4787,0.471125,0.6215476773159527,0.3980126077305716,0.4938770570093049,130.0
137,Morocco,0.47632635268076734,0.4159162087912087,0.40989120879120877,0.14657118056655988,0.5432490571994968,0.3983908016058483,30.0
138,Monaco,0.5,0.5,0.5,0.27230206948397495,0.4137821369388939,0.4372168412845737,68.0
139,Moldova,0.668448942449582,0.44797259615384616,0.40327259615384614,0.20307955616315704,0.5523538903175866,0.4550255162476036,83.0
140,Madagascar,0.5894524225282833,0.6364777472527473,0.5869705357142857,0.37551058065236914,0.5524099808178713,0.5481642533931114,193.0
141,Maldives,0.5,0.5,0.5,0.4730275508630601,0.43854270267009715,0.48231405070663147,114.0
142,Mexico,0.3657536030496803,0.4211006868131868,0.41960068681318685,0.11139080219727249,0.630278382528648,0.3896248322803949,21.0
143,Marshall Islands,0.5,0.5,0.5,0.639386596542007,0.521501287196965,0.5321775767477944,182.0
144,Macedonia,0.7250932857845549,0.5234010302197802,0.4594688186813186,0.2005840072019105,0.5370903664281078,0.48912750166313435,123.0
145,Mali,0.5445254058042301,0.5106623626373626,0.5043123626373627,0.3395197037847449,0.5453402356637275,0.48887201410548553,122.0
146,Malta,0.5,0.7162662774725275,0.6785684752747252,0.23171000691907534,0.4781065741274176,0.5209302667587491,167.0
147,Myanmar,0.5042517830791933,0.4904598901098901,0.45905267857142856,0.201560071156218,0.5728955699777118,0.4456439985788883,77.0
148,Montenegro,0.7227290211510083,0.5721381181318681,0.5472129807692308,0.3281505717025799,0.48178676580522944,0.5304034915119833,179.0
149,Mongolia,0.4384335956714216,0.46404313186813184,0.46134313186813186,0.2611525552041274,0.5460049168031982,0.43419546628300215,65.0
151,Mozambique,0.554399901623217,0.53702864010989,0.5321286401098901,0.3530809879896251,0.5461545716965569,0.5045585483058358,146.0
152,Mauritania,0.5916606738809641,0.5371557005494505,0.5313307005494505,0.4392115586841719,0.45228392510131243,0.5103285117530699,156.0
155,Mauritius,0.6284310132808657,0.7065076236263736,0.6265576236263737,0.23240775358557508,0.4500024252778681,0.5287812878794113,177.0
156,Malawi,0.6097120511559272,0.47750096153846155,0.45992596153846155,0.2619161300876709,0.5112909014994023,0.4640692011639847,95.0
157,Malaysia,0.6022626414166257,0.41080274725274724,0.3916777472527473,0.10846485102415897,0.5842004074402161,0.41948167887729904,51.0
159,Namibia,0.4397238932611904,0.43534560439560444,0.4303956043956044,0.20824086643441514,0.5078181085280361,0.4043048154029701,34.0
160,New Caledonia,0.713212186424004,0.6432000686813186,0.6166000686813187,0.3417720805723391,0.49384682865310014,0.5617262466024162,200.0
161,Niger,0.6559284923757993,0.5875190247252747,0.5788190247252747,0.2808707890715363,0.5376612200454158,0.5281597101886601,174.0
163,Nigeria,0.41396309640924744,0.3692295329670329,0.36424175824175825,0.10881972634231526,0.5821915829922454,0.36768913939051984,13.0
164,Nicaragua,0.5578043162813576,0.53422864010989,0.5082370879120879,0.20899146604766067,0.4970921541612582,0.46127073290245085,91.0
166,Netherlands,0.6133029390063945,0.4320242445054945,0.3806477335164835,0.07687651450648857,0.5522452180042098,0.41101932990781415,43.0
167,Norway,0.5427142400393508,0.4758570741758242,0.46888207417582417,0.198816409260908,0.6159203864130224,0.4604380368129859,90.0
168,Nepal,0.7057395720609936,0.5328625686813186,0.5113375686813186,0.23682580249155957,0.5641656518056133,0.5101862327441606,153.0
169,Nauru,0.5,0.5,0.5,0.40446827837666455,0.9363202596110252,0.5681577075975379,204.0
170,New Zealand,0.6480938760452534,0.5142221153846154,0.42499189560439565,0.14063473498982781,0.5598712405018438,0.4575627725051872,86.0
171,Oman,0.5625287260206591,0.4579063186813187,0.4418050137362637,0.14648222932846353,0.5583334350825677,0.43341114456985447,64.0
172,Pakistan,0.4347291072306936,0.416401717032967,0.40707905219780216,0.13126974017780266,0.5820081712412349,0.39429755757610013,26.0
173,Panama,0.6234527176586326,0.6782250000000001,0.6474,0.26711335282996307,0.5811348960887783,0.5594651933154748,199.0
175,Peru,0.4802583743236596,0.43089175824175824,0.42755734890109887,0.1488350415477423,0.6167089447757349,0.4208502935579988,53.0
176,Philippines,0.6623205484505656,0.5786850274725275,0.5511910714285715,0.2547463415256108,0.6028515072966341,0.529958899234782,178.0
177,Palau,0.5,0.6140362637362637,0.5701660027472527,0.5836219415916057,0.39486080440706767,0.532537002496438,184.0
178,Papua New Guinea,0.5449387481554353,0.6366228708791208,0.6227895604395604,0.5617257112226177,0.5060854995745335,0.5744324780542536,207.0
179,Poland,0.4672852680767339,0.40429347527472526,0.39971847527472526,0.08508792434265455,0.5636348099746207,0.38400399058869195,16.0
180,Puerto Rico,0.7524321323167733,0.5794462912087912,0.46456627747252743,0.17728443156121027,0.5070033701681369,0.4961465005454878,134.0
181,North Korea,0.5815371372356124,0.3926051510989011,0.37430645604395607,0.16123541011900117,0.5699307032573364,0.4159229715509614,49.0
182,Portugal,0.5988625676340383,0.42354052197802194,0.405515521978022,0.10683481404785347,0.5601655705930209,0.4189837992461912,50.0
183,Paraguay,0.5560786645351697,0.4698892857142857,0.46041428571428566,0.20204094104484427,0.5545100625646253,0.4485866479146422,81.0
184,Palestina,0.7182069478603049,0.6650839972527472,0.6021611263736264,0.2059851734376219,0.5357705827664142,0.5454415655381429,190.0
185,French Polynesia,0.5,0.6400307692307692,0.5547807692307692,0.2740977648830029,0.4486092097415181,0.48350370261721193,116.0
186,Qatar,0.6544597638957206,0.5817240384615384,0.5141655906593408,0.11960800591343912,0.4839704651266975,0.4707855728113472,104.0
188,Romania,0.529797220855878,0.402982760989011,0.396207760989011,0.13653719733373249,0.598280457516142,0.41276107953675484,46.0
189,Russia,0.4368252705361535,0.5535574175824176,0.5531824175824176,0.24693057305150665,0.6497586452480812,0.4880508648001153,121.0
190,Rwanda,0.6317134530250861,0.46467239010989014,0.4061088598901099,0.25105015948095755,0.451943461206778,0.44109766474256434,72.0
191,Saudi Arabia,0.37229758976881455,0.37276600274725274,0.37016600274725275,0.08538949064899488,0.5987693190319421,0.3598776809888514,8.0
192,Sudan,0.5852993851451058,0.5496395604395605,0.5425895604395605,0.2553054617151157,0.5622361001592234,0.4990140135797132,141.0
193,Senegal,0.6433141662567634,0.5939785027472527,0.5671631181318681,0.3001805611535201,0.49812484512877464,0.5205522386836359,166.0
194,Singapore,0.5,0.660501304945055,0.6598303571428572,0.1633924107091733,0.4643929200810004,0.4896233985756172,124.0
198,Solomon Islands,0.5,0.49725,0.4945,0.4122557957975273,0.38876208910673116,0.45855357698085164,88.0
199,Sierra Leone,0.6101180767338908,0.5099296703296703,0.47889635989010987,0.28551763558577914,0.4924852424904098,0.47538939700597205,106.0
200,El Salvador,0.7338069970486966,0.5580458104395604,0.4671358516483516,0.19533737657586736,0.5370500582847992,0.4982752187994549,139.0
201,San Marino,0.5,0.5771401098901099,0.6548953983516483,0.40331154952265574,0.4329372295807544,0.5136568574690337,159.0
202,Somalia,0.6193679291687162,0.6261120192307692,0.6172620192307692,0.387844539949404,0.49043982334206315,0.5482052661843444,194.0
204,Serbia,0.5982527176586325,0.4639938186813187,0.4395332417582417,0.15167928069181166,0.5247972448484203,0.43565126072768495,67.0
205,South Sudan,0.5990874323659616,0.5862975961538461,0.5780725961538462,0.4367394301403763,0.49752226963850293,0.5395438648905067,189.0
206,São Tomé and Príncipe,0.5,0.6390565934065935,0.6270056318681319,0.4276638530514108,0.2999203683370422,0.4987292893326357,140.0
207,Suriname,0.5572066527299557,0.5845538461538462,0.5176491758241758,0.3574008593249188,0.43355859320635604,0.49007382544785055,125.0
208,Slovakia,0.6720106738809641,0.45416524725274726,0.41664024725274723,0.1626128182328554,0.5636440060219309,0.453814598528249,82.0
209,Slovenia,0.732925,0.6052024038461539,0.4928235576923077,0.20856536115948576,0.5089149329450274,0.5096862511285949,152.0
210,Sweden,0.42868113625184456,0.43180755494505496,0.42633956043956045,0.14199547566911694,0.5845530974078059,0.4026753649426766,32.0
211,Swaziland,0.6699288121003444,0.5695492445054945,0.4982931318681319,0.29132703374340885,0.43446186776900864,0.49271201799727765,127.0
212,Sint Maarten,0.5,0.6296515796703297,0.6712765796703297,0.4384130517649635,0.3338454292374165,0.5146373280686078,161.0
213,Seychelles,0.5,0.598099587912088,0.6779343406593407,0.3654414111185119,0.3801631679101285,0.5043277015200138,145.0
214,Syria,0.6287956099360551,0.4418458104395604,0.42563392857142857,0.15168094816765681,0.5657646387791001,0.4427441871787602,75.0
215,Turks and Caicos Islands,0.5,0.48250000000000004,0.445,0.362859357283685,0.31927884359906245,0.42192764017654943,55.0
216,Chad,0.46458880964092475,0.42615384615384616,0.41985384615384613,0.2444595185756399,0.49210790190732934,0.4094327844863173,39.0
217,Togo,0.6922105386128874,0.6494028159340659,0.6304366758241758,0.387201292532805,0.4843014931941722,0.5687105632196212,205.0
218,Thailand,0.5132567879980324,0.455809065934066,0.4456315247252748,0.1492452251522503,0.6110803863746579,0.4350045980368563,66.0
219,Tajikistan,0.6302045991146089,0.6352984203296702,0.6160153159340659,0.38505685834032205,0.557154973294409,0.5647460334026151,203.0
221,Turkmenistan,0.6053186546974915,0.5597466346153847,0.5497989697802198,0.2230109858896671,0.5889614130729636,0.5053673316111453,147.0
222,Timor-Leste,0.6462197491392032,0.5542094093406593,0.49113440934065933,0.32489311842964164,0.4104555117269306,0.4853824395954188,117.0
223,Tonga,0.5,0.6626662087912087,0.6898499313186813,0.416788388044541,0.37224882508192314,0.5283106706472708,175.0
224,Trinidad and Tobago,0.842348930152484,0.6785341346153846,0.5972653846153846,0.26771918928171845,0.47754094627175975,0.5726817169873463,206.0
225,Tunisia,0.5613725036891293,0.4073310439560439,0.3883564560439561,0.15332066166254354,0.5391245078457786,0.4099010346394903,40.0
226,Turkey,0.4048832390555829,0.377890728021978,0.37596572802197803,0.084880208228746,0.6198387826577192,0.37269173719720083,14.0
228,Taiwan,0.7108437161829808,0.5292450549450549,0.45112342032967034,0.11932787048412488,0.5334871602147182,0.46880544443130984,99.0
229,Tanzania,0.4509297589768814,0.39279793956043957,0.38777293956043957,0.16947678483113915,0.5587041444534078,0.39193631347646146,23.0
230,Uganda,0.5789337309394983,0.4826514423076923,0.46999285714285716,0.24108316082029663,0.5372640935917945,0.4619850569604278,92.0
231,Ukraine,0.4293487456960157,0.3918436813186813,0.37966366758241754,0.1426244717080928,0.6067658820667354,0.39004928967438857,22.0
233,Uruguay,0.555881197737334,0.4016930631868132,0.38301277472527473,0.1415375107694422,0.5433937377856239,0.40510365684089766,36.0
234,United States,0.29449745450073783,0.3215845467032967,0.3213345467032967,0.04394513316423589,0.6077981769935424,0.3178319716130219,1.0
235,Uzbekistan,0.5870848130841122,0.5460877060439561,0.5353127060439561,0.25726545071730145,0.6086737628324959,0.5068848877443644,148.0
237,Saint Vincent and the Grenadines,0.5,0.472425,0.5983746565934066,0.4905510545464423,0.4070139044917851,0.49367292312632677,129.0
238,Venezuela,0.5139311239547467,0.4343352335164835,0.4265102335164835,0.1599427703852391,0.5985942133592106,0.4266627149464327,59.0
239,British Virgin Islands,0.5,0.489175,0.645228434065934,0.4054345968080638,0.3976161476311594,0.4874908357010315,119.0
240,"Virgin Islands, U.S.",0.5,0.6354350274725276,0.648729739010989,0.36675053542270947,0.25091218592763886,0.48036549756677294,111.0
241,Vietnam,0.6887642277422529,0.4903099587912088,0.48320995879120876,0.1815776951968887,0.6293957613542815,0.4946515203751682,131.0
242,Vanuatu,0.5,0.5894826923076923,0.679437293956044,0.38864822296547097,0.41034236532100415,0.5135821149100422,158.0
244,Samoa,0.4995,0.6320225274725275,0.5854977335164835,0.3668164260792146,0.30182381093231353,0.47713209960010783,107.0
252,Yemen,0.4965904082636498,0.4287353021978022,0.4146353021978022,0.14323967232132845,0.5696294563735437,0.4105660282708253,41.0
253,South Africa,0.3886848376783079,0.375525206043956,0.3726252060439561,0.10009798355427946,0.5767817558094314,0.3627429978259862,11.0
254,Zambia,0.510100541072307,0.4773583791208791,0.46988337912087913,0.21704148976373677,0.5341353225949866,0.44170382233455774,74.0
255,Zimbabwe,0.4777602680767339,0.41211002747252745,0.38686373626373627,0.16978641852495863,0.5001328074473099,0.38933065155705326,20.0
